Entity,Code,Date,"Government Response Stringency Index ((0 to 100, 100 = strictest))"
Afghanistan,AFG,"Feb 28, 2020",0
Afghanistan,AFG,"Feb 29, 2020",0
Afghanistan,AFG,"Mar 1, 2020",23.81
Afghanistan,AFG,"Mar 2, 2020",42.86
Afghanistan,AFG,"Mar 3, 2020",42.86
Afghanistan,AFG,"Mar 4, 2020",42.86
Afghanistan,AFG,"Mar 5, 2020",42.86
Afghanistan,AFG,"Mar 6, 2020",42.86
Afghanistan,AFG,"Mar 7, 2020",42.86
Afghanistan,AFG,"Mar 8, 2020",42.86
Afghanistan,AFG,"Mar 9, 2020",42.86
Afghanistan,AFG,"Mar 10, 2020",42.86
Afghanistan,AFG,"Mar 11, 2020",42.86
Afghanistan,AFG,"Mar 12, 2020",42.86
Afghanistan,AFG,"Mar 13, 2020",42.86
Afghanistan,AFG,"Mar 14, 2020",47.62
Afghanistan,AFG,"Mar 15, 2020",47.62
Afghanistan,AFG,"Mar 16, 2020",47.62
Afghanistan,AFG,"Mar 17, 2020",47.62
Afghanistan,AFG,"Mar 18, 2020",47.62
Afghanistan,AFG,"Mar 19, 2020",47.62
Afghanistan,AFG,"Mar 20, 2020",47.62
Afghanistan,AFG,"Mar 21, 2020",47.62
Afghanistan,AFG,"Mar 22, 2020",47.62
Afghanistan,AFG,"Mar 23, 2020",47.62
Afghanistan,AFG,"Mar 24, 2020",57.14
Afghanistan,AFG,"Mar 25, 2020",57.14
Afghanistan,AFG,"Mar 26, 2020",57.14
Afghanistan,AFG,"Mar 27, 2020",57.14
Afghanistan,AFG,"Mar 28, 2020",57.14
Afghanistan,AFG,"Mar 29, 2020",57.14
Afghanistan,AFG,"Mar 30, 2020",57.14
Algeria,DZA,"Jan 1, 2020",0
Algeria,DZA,"Jan 2, 2020",0
Algeria,DZA,"Jan 3, 2020",0
Algeria,DZA,"Jan 4, 2020",0
Algeria,DZA,"Jan 5, 2020",0
Algeria,DZA,"Jan 6, 2020",0
Algeria,DZA,"Jan 7, 2020",0
Algeria,DZA,"Jan 8, 2020",0
Algeria,DZA,"Jan 9, 2020",0
Algeria,DZA,"Jan 10, 2020",0
Algeria,DZA,"Jan 11, 2020",0
Algeria,DZA,"Jan 12, 2020",0
Algeria,DZA,"Jan 13, 2020",0
Algeria,DZA,"Jan 14, 2020",0
Algeria,DZA,"Jan 15, 2020",0
Algeria,DZA,"Jan 16, 2020",0
Algeria,DZA,"Jan 17, 2020",0
Algeria,DZA,"Jan 18, 2020",0
Algeria,DZA,"Jan 19, 2020",0
Algeria,DZA,"Jan 20, 2020",0
Algeria,DZA,"Jan 21, 2020",0
Algeria,DZA,"Jan 22, 2020",0
Algeria,DZA,"Jan 23, 2020",0
Algeria,DZA,"Jan 24, 2020",0
Algeria,DZA,"Jan 25, 2020",0
Algeria,DZA,"Jan 26, 2020",0
Algeria,DZA,"Jan 27, 2020",0
Algeria,DZA,"Jan 28, 2020",0
Algeria,DZA,"Jan 29, 2020",0
Algeria,DZA,"Jan 30, 2020",0
Algeria,DZA,"Jan 31, 2020",0
Algeria,DZA,"Feb 1, 2020",0
Algeria,DZA,"Feb 2, 2020",0
Algeria,DZA,"Feb 3, 2020",0
Algeria,DZA,"Feb 4, 2020",0
Algeria,DZA,"Feb 5, 2020",0
Algeria,DZA,"Feb 6, 2020",0
Algeria,DZA,"Feb 7, 2020",0
Algeria,DZA,"Feb 8, 2020",0
Algeria,DZA,"Feb 9, 2020",0
Algeria,DZA,"Feb 10, 2020",0
Algeria,DZA,"Feb 11, 2020",0
Algeria,DZA,"Feb 12, 2020",0
Algeria,DZA,"Feb 13, 2020",0
Algeria,DZA,"Feb 14, 2020",0
Algeria,DZA,"Feb 15, 2020",0
Algeria,DZA,"Feb 16, 2020",0
Algeria,DZA,"Feb 17, 2020",0
Algeria,DZA,"Feb 18, 2020",0
Algeria,DZA,"Feb 19, 2020",0
Algeria,DZA,"Feb 20, 2020",0
Algeria,DZA,"Feb 21, 2020",0
Algeria,DZA,"Feb 22, 2020",0
Algeria,DZA,"Feb 23, 2020",0
Algeria,DZA,"Feb 24, 2020",0
Algeria,DZA,"Feb 25, 2020",0
Algeria,DZA,"Feb 26, 2020",0
Algeria,DZA,"Feb 27, 2020",0
Algeria,DZA,"Feb 28, 2020",0
Algeria,DZA,"Feb 29, 2020",0
Algeria,DZA,"Mar 1, 2020",0
Algeria,DZA,"Mar 2, 2020",0
Algeria,DZA,"Mar 3, 2020",0
Algeria,DZA,"Mar 4, 2020",0
Algeria,DZA,"Mar 5, 2020",0
Algeria,DZA,"Mar 6, 2020",0
Algeria,DZA,"Mar 7, 2020",0
Algeria,DZA,"Mar 8, 2020",0
Algeria,DZA,"Mar 9, 2020",0
Algeria,DZA,"Mar 10, 2020",0
Algeria,DZA,"Mar 11, 2020",0
Algeria,DZA,"Mar 12, 2020",19.05
Algeria,DZA,"Mar 13, 2020",19.05
Algeria,DZA,"Mar 14, 2020",19.05
Algeria,DZA,"Mar 15, 2020",19.05
Algeria,DZA,"Mar 16, 2020",19.05
Algeria,DZA,"Mar 17, 2020",19.05
Algeria,DZA,"Mar 18, 2020",33.33
Algeria,DZA,"Mar 19, 2020",33.33
Algeria,DZA,"Mar 20, 2020",42.86
Algeria,DZA,"Mar 21, 2020",42.86
Algeria,DZA,"Mar 22, 2020",61.9
Algeria,DZA,"Mar 23, 2020",61.9
Algeria,DZA,"Mar 24, 2020",61.9
Algeria,DZA,"Mar 25, 2020",61.9
Algeria,DZA,"Mar 26, 2020",61.9
Algeria,DZA,"Mar 27, 2020",61.9
Algeria,DZA,"Mar 28, 2020",61.9
Algeria,DZA,"Mar 29, 2020",61.9
Algeria,DZA,"Mar 30, 2020",61.9
Angola,AGO,"Jan 1, 2020",0
Angola,AGO,"Jan 2, 2020",0
Angola,AGO,"Jan 3, 2020",0
Angola,AGO,"Jan 4, 2020",0
Angola,AGO,"Jan 5, 2020",0
Angola,AGO,"Jan 6, 2020",0
Angola,AGO,"Jan 7, 2020",0
Angola,AGO,"Jan 8, 2020",0
Angola,AGO,"Jan 9, 2020",0
Angola,AGO,"Jan 10, 2020",0
Angola,AGO,"Jan 11, 2020",0
Angola,AGO,"Jan 12, 2020",0
Angola,AGO,"Jan 13, 2020",0
Angola,AGO,"Jan 14, 2020",0
Angola,AGO,"Jan 15, 2020",0
Angola,AGO,"Jan 16, 2020",0
Angola,AGO,"Jan 17, 2020",0
Angola,AGO,"Jan 18, 2020",0
Angola,AGO,"Jan 19, 2020",0
Angola,AGO,"Jan 20, 2020",0
Angola,AGO,"Jan 21, 2020",0
Angola,AGO,"Jan 22, 2020",0
Angola,AGO,"Jan 23, 2020",0
Angola,AGO,"Jan 24, 2020",0
Angola,AGO,"Jan 25, 2020",0
Angola,AGO,"Jan 26, 2020",0
Angola,AGO,"Jan 27, 2020",0
Angola,AGO,"Jan 28, 2020",0
Angola,AGO,"Jan 29, 2020",0
Angola,AGO,"Jan 30, 2020",0
Angola,AGO,"Jan 31, 2020",0
Angola,AGO,"Feb 1, 2020",0
Angola,AGO,"Feb 2, 2020",0
Angola,AGO,"Feb 3, 2020",0
Angola,AGO,"Feb 4, 2020",0
Angola,AGO,"Feb 5, 2020",0
Angola,AGO,"Feb 6, 2020",9.52
Angola,AGO,"Feb 7, 2020",9.52
Angola,AGO,"Feb 8, 2020",9.52
Angola,AGO,"Feb 9, 2020",9.52
Angola,AGO,"Feb 10, 2020",9.52
Angola,AGO,"Feb 11, 2020",9.52
Angola,AGO,"Feb 12, 2020",9.52
Angola,AGO,"Feb 13, 2020",9.52
Angola,AGO,"Feb 14, 2020",9.52
Angola,AGO,"Feb 15, 2020",9.52
Angola,AGO,"Feb 16, 2020",9.52
Angola,AGO,"Feb 17, 2020",9.52
Angola,AGO,"Feb 18, 2020",9.52
Angola,AGO,"Feb 19, 2020",9.52
Angola,AGO,"Feb 20, 2020",9.52
Angola,AGO,"Feb 21, 2020",9.52
Angola,AGO,"Feb 22, 2020",9.52
Angola,AGO,"Feb 23, 2020",9.52
Angola,AGO,"Feb 24, 2020",9.52
Angola,AGO,"Feb 25, 2020",9.52
Angola,AGO,"Feb 26, 2020",9.52
Angola,AGO,"Feb 27, 2020",9.52
Angola,AGO,"Feb 28, 2020",9.52
Angola,AGO,"Feb 29, 2020",9.52
Angola,AGO,"Mar 1, 2020",14.29
Angola,AGO,"Mar 2, 2020",14.29
Angola,AGO,"Mar 3, 2020",14.29
Angola,AGO,"Mar 4, 2020",14.29
Angola,AGO,"Mar 5, 2020",14.29
Angola,AGO,"Mar 6, 2020",14.29
Angola,AGO,"Mar 7, 2020",14.29
Angola,AGO,"Mar 8, 2020",14.29
Angola,AGO,"Mar 9, 2020",14.29
Angola,AGO,"Mar 10, 2020",14.29
Angola,AGO,"Mar 11, 2020",14.29
Angola,AGO,"Mar 12, 2020",14.29
Angola,AGO,"Mar 13, 2020",14.29
Angola,AGO,"Mar 14, 2020",14.29
Angola,AGO,"Mar 15, 2020",14.29
Angola,AGO,"Mar 16, 2020",14.29
Angola,AGO,"Mar 17, 2020",14.29
Angola,AGO,"Mar 18, 2020",14.29
Angola,AGO,"Mar 19, 2020",14.29
Angola,AGO,"Mar 20, 2020",14.29
Angola,AGO,"Mar 21, 2020",14.29
Angola,AGO,"Mar 22, 2020",14.29
Angola,AGO,"Mar 23, 2020",14.29
Angola,AGO,"Mar 24, 2020",42.86
Angola,AGO,"Mar 25, 2020",47.62
Angola,AGO,"Mar 26, 2020",47.62
Angola,AGO,"Mar 27, 2020",61.9
Angola,AGO,"Mar 28, 2020",61.9
Angola,AGO,"Mar 29, 2020",61.9
Angola,AGO,"Mar 30, 2020",61.9
Argentina,ARG,"Jan 1, 2020",0
Argentina,ARG,"Jan 2, 2020",0
Argentina,ARG,"Jan 3, 2020",0
Argentina,ARG,"Jan 4, 2020",0
Argentina,ARG,"Jan 5, 2020",0
Argentina,ARG,"Jan 6, 2020",0
Argentina,ARG,"Jan 7, 2020",0
Argentina,ARG,"Jan 8, 2020",0
Argentina,ARG,"Jan 9, 2020",0
Argentina,ARG,"Jan 10, 2020",0
Argentina,ARG,"Jan 11, 2020",0
Argentina,ARG,"Jan 12, 2020",0
Argentina,ARG,"Jan 13, 2020",0
Argentina,ARG,"Jan 14, 2020",0
Argentina,ARG,"Jan 15, 2020",0
Argentina,ARG,"Jan 16, 2020",0
Argentina,ARG,"Jan 17, 2020",0
Argentina,ARG,"Jan 18, 2020",0
Argentina,ARG,"Jan 19, 2020",0
Argentina,ARG,"Jan 20, 2020",0
Argentina,ARG,"Jan 21, 2020",0
Argentina,ARG,"Jan 22, 2020",0
Argentina,ARG,"Jan 23, 2020",0
Argentina,ARG,"Jan 24, 2020",0
Argentina,ARG,"Jan 25, 2020",0
Argentina,ARG,"Jan 26, 2020",0
Argentina,ARG,"Jan 27, 2020",0
Argentina,ARG,"Jan 28, 2020",0
Argentina,ARG,"Jan 29, 2020",0
Argentina,ARG,"Jan 30, 2020",0
Argentina,ARG,"Jan 31, 2020",0
Argentina,ARG,"Feb 1, 2020",0
Argentina,ARG,"Feb 2, 2020",0
Argentina,ARG,"Feb 3, 2020",0
Argentina,ARG,"Feb 4, 2020",0
Argentina,ARG,"Feb 5, 2020",0
Argentina,ARG,"Feb 6, 2020",0
Argentina,ARG,"Feb 7, 2020",0
Argentina,ARG,"Feb 8, 2020",0
Argentina,ARG,"Feb 9, 2020",0
Argentina,ARG,"Feb 10, 2020",0
Argentina,ARG,"Feb 11, 2020",0
Argentina,ARG,"Feb 12, 2020",0
Argentina,ARG,"Feb 13, 2020",0
Argentina,ARG,"Feb 14, 2020",0
Argentina,ARG,"Feb 15, 2020",0
Argentina,ARG,"Feb 16, 2020",0
Argentina,ARG,"Feb 17, 2020",0
Argentina,ARG,"Feb 18, 2020",0
Argentina,ARG,"Feb 19, 2020",0
Argentina,ARG,"Feb 20, 2020",0
Argentina,ARG,"Feb 21, 2020",0
Argentina,ARG,"Feb 22, 2020",0
Argentina,ARG,"Feb 23, 2020",0
Argentina,ARG,"Feb 24, 2020",0
Argentina,ARG,"Feb 25, 2020",0
Argentina,ARG,"Feb 26, 2020",0
Argentina,ARG,"Feb 27, 2020",0
Argentina,ARG,"Feb 28, 2020",0
Argentina,ARG,"Feb 29, 2020",0
Argentina,ARG,"Mar 1, 2020",0
Argentina,ARG,"Mar 2, 2020",14.29
Argentina,ARG,"Mar 3, 2020",0
Argentina,ARG,"Mar 4, 2020",0
Argentina,ARG,"Mar 5, 2020",14.29
Argentina,ARG,"Mar 6, 2020",14.29
Argentina,ARG,"Mar 7, 2020",14.29
Argentina,ARG,"Mar 8, 2020",14.29
Argentina,ARG,"Mar 9, 2020",14.29
Argentina,ARG,"Mar 10, 2020",14.29
Argentina,ARG,"Mar 11, 2020",23.81
Argentina,ARG,"Mar 12, 2020",23.81
Argentina,ARG,"Mar 13, 2020",38.1
Argentina,ARG,"Mar 14, 2020",38.1
Argentina,ARG,"Mar 15, 2020",38.1
Argentina,ARG,"Mar 16, 2020",66.67
Argentina,ARG,"Mar 17, 2020",66.67
Argentina,ARG,"Mar 18, 2020",66.67
Argentina,ARG,"Mar 19, 2020",66.67
Argentina,ARG,"Mar 20, 2020",95.24
Argentina,ARG,"Mar 21, 2020",95.24
Argentina,ARG,"Mar 22, 2020",95.24
Argentina,ARG,"Mar 23, 2020",95.24
Argentina,ARG,"Mar 24, 2020",80.95
Argentina,ARG,"Mar 25, 2020",95.24
Argentina,ARG,"Mar 26, 2020",95.24
Argentina,ARG,"Mar 27, 2020",95.24
Argentina,ARG,"Mar 28, 2020",95.24
Argentina,ARG,"Mar 29, 2020",95.24
Aruba,ABW,"Mar 18, 2020",47.62
Aruba,ABW,"Mar 19, 2020",47.62
Aruba,ABW,"Mar 20, 2020",47.62
Aruba,ABW,"Mar 21, 2020",76.19
Aruba,ABW,"Mar 22, 2020",76.19
Aruba,ABW,"Mar 23, 2020",76.19
Aruba,ABW,"Mar 24, 2020",76.19
Aruba,ABW,"Mar 25, 2020",76.19
Aruba,ABW,"Mar 26, 2020",76.19
Aruba,ABW,"Mar 27, 2020",76.19
Aruba,ABW,"Mar 28, 2020",76.19
Aruba,ABW,"Mar 29, 2020",80.95
Aruba,ABW,"Mar 30, 2020",80.95
Aruba,ABW,"Mar 31, 2020",80.95
Australia,AUS,"Jan 1, 2020",7.14
Australia,AUS,"Jan 2, 2020",7.14
Australia,AUS,"Jan 3, 2020",7.14
Australia,AUS,"Jan 4, 2020",7.14
Australia,AUS,"Jan 5, 2020",7.14
Australia,AUS,"Jan 6, 2020",7.14
Australia,AUS,"Jan 7, 2020",7.14
Australia,AUS,"Jan 8, 2020",7.14
Australia,AUS,"Jan 9, 2020",7.14
Australia,AUS,"Jan 10, 2020",7.14
Australia,AUS,"Jan 11, 2020",7.14
Australia,AUS,"Jan 12, 2020",7.14
Australia,AUS,"Jan 13, 2020",7.14
Australia,AUS,"Jan 14, 2020",7.14
Australia,AUS,"Jan 15, 2020",7.14
Australia,AUS,"Jan 16, 2020",7.14
Australia,AUS,"Jan 17, 2020",7.14
Australia,AUS,"Jan 18, 2020",7.14
Australia,AUS,"Jan 19, 2020",7.14
Australia,AUS,"Jan 20, 2020",7.14
Australia,AUS,"Jan 21, 2020",7.14
Australia,AUS,"Jan 22, 2020",7.14
Australia,AUS,"Jan 23, 2020",7.14
Australia,AUS,"Jan 24, 2020",7.14
Australia,AUS,"Jan 25, 2020",7.14
Australia,AUS,"Jan 26, 2020",7.14
Australia,AUS,"Jan 27, 2020",7.14
Australia,AUS,"Jan 28, 2020",7.14
Australia,AUS,"Jan 29, 2020",7.14
Australia,AUS,"Jan 30, 2020",7.14
Australia,AUS,"Jan 31, 2020",7.14
Australia,AUS,"Feb 1, 2020",21.43
Australia,AUS,"Feb 2, 2020",21.43
Australia,AUS,"Feb 3, 2020",28.57
Australia,AUS,"Feb 4, 2020",28.57
Australia,AUS,"Feb 5, 2020",28.57
Australia,AUS,"Feb 6, 2020",28.57
Australia,AUS,"Feb 7, 2020",28.57
Australia,AUS,"Feb 8, 2020",28.57
Australia,AUS,"Feb 9, 2020",28.57
Australia,AUS,"Feb 10, 2020",28.57
Australia,AUS,"Feb 11, 2020",28.57
Australia,AUS,"Feb 12, 2020",28.57
Australia,AUS,"Feb 13, 2020",28.57
Australia,AUS,"Feb 14, 2020",28.57
Australia,AUS,"Feb 15, 2020",28.57
Australia,AUS,"Feb 16, 2020",28.57
Australia,AUS,"Feb 17, 2020",28.57
Australia,AUS,"Feb 18, 2020",28.57
Australia,AUS,"Feb 19, 2020",28.57
Australia,AUS,"Feb 20, 2020",28.57
Australia,AUS,"Feb 21, 2020",28.57
Australia,AUS,"Feb 22, 2020",28.57
Australia,AUS,"Feb 23, 2020",28.57
Australia,AUS,"Feb 24, 2020",28.57
Australia,AUS,"Feb 25, 2020",28.57
Australia,AUS,"Feb 26, 2020",28.57
Australia,AUS,"Feb 27, 2020",28.57
Australia,AUS,"Feb 28, 2020",28.57
Australia,AUS,"Feb 29, 2020",28.57
Australia,AUS,"Mar 1, 2020",28.57
Australia,AUS,"Mar 2, 2020",28.57
Australia,AUS,"Mar 3, 2020",28.57
Australia,AUS,"Mar 4, 2020",28.57
Australia,AUS,"Mar 5, 2020",28.57
Australia,AUS,"Mar 6, 2020",28.57
Australia,AUS,"Mar 7, 2020",28.57
Australia,AUS,"Mar 8, 2020",28.57
Australia,AUS,"Mar 9, 2020",28.57
Australia,AUS,"Mar 10, 2020",28.57
Australia,AUS,"Mar 11, 2020",28.57
Australia,AUS,"Mar 12, 2020",28.57
Australia,AUS,"Mar 13, 2020",28.57
Australia,AUS,"Mar 14, 2020",28.57
Australia,AUS,"Mar 15, 2020",28.57
Australia,AUS,"Mar 16, 2020",33.33
Australia,AUS,"Mar 17, 2020",33.33
Australia,AUS,"Mar 18, 2020",38.1
Australia,AUS,"Mar 19, 2020",47.62
Australia,AUS,"Mar 20, 2020",47.62
Australia,AUS,"Mar 21, 2020",47.62
Australia,AUS,"Mar 22, 2020",57.14
Australia,AUS,"Mar 23, 2020",57.14
Australia,AUS,"Mar 24, 2020",66.67
Australia,AUS,"Mar 25, 2020",66.67
Australia,AUS,"Mar 26, 2020",66.67
Austria,AUT,"Jan 1, 2020",0
Austria,AUT,"Jan 2, 2020",0
Austria,AUT,"Jan 3, 2020",0
Austria,AUT,"Jan 4, 2020",0
Austria,AUT,"Jan 5, 2020",0
Austria,AUT,"Jan 6, 2020",0
Austria,AUT,"Jan 7, 2020",0
Austria,AUT,"Jan 8, 2020",0
Austria,AUT,"Jan 9, 2020",0
Austria,AUT,"Jan 10, 2020",0
Austria,AUT,"Jan 11, 2020",0
Austria,AUT,"Jan 12, 2020",0
Austria,AUT,"Jan 13, 2020",0
Austria,AUT,"Jan 14, 2020",0
Austria,AUT,"Jan 15, 2020",0
Austria,AUT,"Jan 16, 2020",0
Austria,AUT,"Jan 17, 2020",0
Austria,AUT,"Jan 18, 2020",0
Austria,AUT,"Jan 19, 2020",0
Austria,AUT,"Jan 20, 2020",0
Austria,AUT,"Jan 21, 2020",0
Austria,AUT,"Jan 22, 2020",0
Austria,AUT,"Jan 23, 2020",0
Austria,AUT,"Jan 24, 2020",0
Austria,AUT,"Jan 25, 2020",0
Austria,AUT,"Jan 26, 2020",0
Austria,AUT,"Jan 27, 2020",0
Austria,AUT,"Jan 28, 2020",0
Austria,AUT,"Jan 29, 2020",0
Austria,AUT,"Jan 30, 2020",0
Austria,AUT,"Jan 31, 2020",0
Austria,AUT,"Feb 1, 2020",0
Austria,AUT,"Feb 2, 2020",0
Austria,AUT,"Feb 3, 2020",0
Austria,AUT,"Feb 4, 2020",0
Austria,AUT,"Feb 5, 2020",0
Austria,AUT,"Feb 6, 2020",0
Austria,AUT,"Feb 7, 2020",0
Austria,AUT,"Feb 8, 2020",0
Austria,AUT,"Feb 9, 2020",0
Austria,AUT,"Feb 10, 2020",0
Austria,AUT,"Feb 11, 2020",0
Austria,AUT,"Feb 12, 2020",0
Austria,AUT,"Feb 13, 2020",0
Austria,AUT,"Feb 14, 2020",0
Austria,AUT,"Feb 15, 2020",0
Austria,AUT,"Feb 16, 2020",0
Austria,AUT,"Feb 17, 2020",0
Austria,AUT,"Feb 18, 2020",0
Austria,AUT,"Feb 19, 2020",0
Austria,AUT,"Feb 20, 2020",0
Austria,AUT,"Feb 21, 2020",0
Austria,AUT,"Feb 22, 2020",0
Austria,AUT,"Feb 23, 2020",0
Austria,AUT,"Feb 24, 2020",14.29
Austria,AUT,"Feb 25, 2020",14.29
Austria,AUT,"Feb 26, 2020",14.29
Austria,AUT,"Feb 27, 2020",14.29
Austria,AUT,"Feb 28, 2020",14.29
Austria,AUT,"Feb 29, 2020",14.29
Austria,AUT,"Mar 1, 2020",14.29
Austria,AUT,"Mar 2, 2020",14.29
Austria,AUT,"Mar 3, 2020",14.29
Austria,AUT,"Mar 4, 2020",14.29
Austria,AUT,"Mar 5, 2020",14.29
Austria,AUT,"Mar 6, 2020",14.29
Austria,AUT,"Mar 7, 2020",14.29
Austria,AUT,"Mar 8, 2020",14.29
Austria,AUT,"Mar 9, 2020",28.57
Austria,AUT,"Mar 10, 2020",28.57
Austria,AUT,"Mar 11, 2020",42.86
Austria,AUT,"Mar 12, 2020",66.67
Austria,AUT,"Mar 13, 2020",76.19
Austria,AUT,"Mar 14, 2020",76.19
Austria,AUT,"Mar 15, 2020",76.19
Austria,AUT,"Mar 16, 2020",95.24
Austria,AUT,"Mar 17, 2020",95.24
Austria,AUT,"Mar 18, 2020",95.24
Austria,AUT,"Mar 19, 2020",95.24
Austria,AUT,"Mar 20, 2020",95.24
Austria,AUT,"Mar 21, 2020",95.24
Austria,AUT,"Mar 22, 2020",95.24
Austria,AUT,"Mar 23, 2020",95.24
Austria,AUT,"Mar 24, 2020",95.24
Austria,AUT,"Mar 25, 2020",95.24
Austria,AUT,"Mar 26, 2020",95.24
Austria,AUT,"Mar 27, 2020",95.24
Austria,AUT,"Mar 28, 2020",95.24
Austria,AUT,"Mar 29, 2020",95.24
Austria,AUT,"Mar 30, 2020",95.24
Barbados,BRB,"Jan 1, 2020",0
Barbados,BRB,"Jan 2, 2020",0
Barbados,BRB,"Jan 3, 2020",0
Barbados,BRB,"Jan 4, 2020",0
Barbados,BRB,"Jan 5, 2020",0
Barbados,BRB,"Jan 6, 2020",0
Barbados,BRB,"Jan 7, 2020",0
Barbados,BRB,"Jan 8, 2020",0
Barbados,BRB,"Jan 9, 2020",0
Barbados,BRB,"Jan 10, 2020",0
Barbados,BRB,"Jan 11, 2020",0
Barbados,BRB,"Jan 12, 2020",0
Barbados,BRB,"Jan 13, 2020",0
Barbados,BRB,"Jan 14, 2020",0
Barbados,BRB,"Jan 15, 2020",0
Barbados,BRB,"Jan 16, 2020",0
Barbados,BRB,"Jan 17, 2020",0
Barbados,BRB,"Jan 18, 2020",0
Barbados,BRB,"Jan 19, 2020",0
Barbados,BRB,"Jan 20, 2020",0
Barbados,BRB,"Jan 21, 2020",0
Barbados,BRB,"Jan 22, 2020",0
Barbados,BRB,"Jan 23, 2020",0
Barbados,BRB,"Jan 24, 2020",0
Barbados,BRB,"Jan 25, 2020",0
Barbados,BRB,"Jan 26, 2020",0
Barbados,BRB,"Jan 27, 2020",0
Barbados,BRB,"Jan 28, 2020",0
Barbados,BRB,"Jan 29, 2020",0
Barbados,BRB,"Jan 30, 2020",0
Barbados,BRB,"Jan 31, 2020",0
Barbados,BRB,"Feb 1, 2020",0
Barbados,BRB,"Feb 2, 2020",0
Barbados,BRB,"Feb 3, 2020",0
Barbados,BRB,"Feb 4, 2020",0
Barbados,BRB,"Feb 5, 2020",0
Barbados,BRB,"Feb 6, 2020",0
Barbados,BRB,"Feb 7, 2020",0
Barbados,BRB,"Feb 8, 2020",0
Barbados,BRB,"Feb 9, 2020",0
Barbados,BRB,"Feb 10, 2020",0
Barbados,BRB,"Feb 11, 2020",0
Barbados,BRB,"Feb 12, 2020",0
Barbados,BRB,"Feb 13, 2020",0
Barbados,BRB,"Feb 14, 2020",0
Barbados,BRB,"Feb 15, 2020",0
Barbados,BRB,"Feb 16, 2020",0
Barbados,BRB,"Feb 17, 2020",0
Barbados,BRB,"Feb 18, 2020",0
Barbados,BRB,"Feb 19, 2020",0
Barbados,BRB,"Feb 20, 2020",0
Barbados,BRB,"Feb 21, 2020",0
Barbados,BRB,"Feb 22, 2020",0
Barbados,BRB,"Feb 23, 2020",0
Barbados,BRB,"Feb 24, 2020",0
Barbados,BRB,"Feb 25, 2020",0
Barbados,BRB,"Feb 26, 2020",0
Barbados,BRB,"Feb 27, 2020",0
Barbados,BRB,"Feb 28, 2020",0
Barbados,BRB,"Feb 29, 2020",0
Barbados,BRB,"Mar 1, 2020",0
Barbados,BRB,"Mar 2, 2020",0
Barbados,BRB,"Mar 3, 2020",0
